,Model,Displ,Cyl,Trans,Drive,Fuel,Stnd,Underhood_ID,Veh_Class,Air_Pollution_Score,City_MPG,Hwy_MPG,Cmb_MPG,Greenhouse_Gas_Score
336,FORD Fusion,2.3,4,Auto-L5,2WD,Gasoline,S2,8FMXV02.3VZT,midsize car,9.5,20.0,28.0,23.0,7.0
337,FORD Fusion,3.0,6,Auto-L6,4WD,Gasoline,U2,8FMXV03.0VEK,midsize car,7.0,17.0,25.0,20.0,6.0
338,FORD Fusion,3.0,6,Auto-L6,2WD,Gasoline,U2,8FMXV03.0VEK,midsize car,7.0,18.0,26.0,21.0,6.0
339,FORD Mustang,4.0,6,Auto-L5,2WD,Gasoline,U2,8FMXV04.0VER,small car,7.0,16.0,24.0,19.0,5.0
340,FORD Mustang,4.0,6,Man-5,2WD,Gasoline,U2,8FMXV04.0VER,small car,7.0,17.0,26.0,20.0,6.0
341,FORD Mustang,4.6,8,Auto-L5,2WD,Gasoline,U2,8FMXV04.6VBB,small car,7.0,15.0,22.0,18.0,5.0
342,FORD Mustang,4.6,8,Man-5,2WD,Gasoline,U2,8FMXV04.6VBB,small car,7.0,15.0,23.0,18.0,5.0
343,FORD Mustang,4.6,8,Auto-L5,2WD,Gasoline,L2,8FMXV05.4VEK,small car,6.0,15.0,22.0,18.0,5.0
344,FORD Mustang,4.6,8,Man-5,2WD,Gasoline,L2,8FMXV05.4VEK,small car,6.0,15.0,23.0,18.0,5.0
345,FORD Mustang,5.4,8,Man-6,2WD,Gasoline,L2,8FMXV05.4VEK,small car,6.0,14.0,20.0,16.0,4.0
346,FORD Ranger,2.3,4,Auto-L5,2WD,Gasoline,U2,8FMXT02.31BA,pickup,7.0,19.0,24.0,21.0,6.0
347,FORD Ranger,2.3,4,Man-5,2WD,Gasoline,U2,8FMXT02.31BA,pickup,7.0,21.0,26.0,23.0,7.0
348,FORD Ranger,3.0,6,Auto-L5,2WD,Gasoline,U2,8FMXT03.01BK,pickup,7.0,15.0,20.0,17.0,4.0
349,FORD Ranger,3.0,6,Man-5,2WD,Gasoline,U2,8FMXT03.01BK,pickup,7.0,16.0,22.0,18.0,5.0
350,FORD Ranger,3.0,6,Auto-L5,2WD,Gasoline,U2,8FMXT03.02BB,pickup,7.0,15.0,20.0,17.0,4.0
351,FORD Ranger,3.0,6,Man-5,2WD,Gasoline,U2,8FMXT03.02BB,pickup,7.0,16.0,22.0,18.0,5.0
352,FORD Ranger,3.0,6,Auto-L5,4WD,Gasoline,U2,8FMXT03.02BB,pickup,7.0,14.0,19.0,16.0,4.0
353,FORD Ranger,3.0,6,Man-5,4WD,Gasoline,U2,8FMXT03.02BB,pickup,7.0,15.0,20.0,17.0,4.0
354,FORD Ranger,4.0,6,Man-5,2WD,Gasoline,L2,8FMXT04.02EG,pickup,6.0,15.0,20.0,17.0,4.0
355,FORD Ranger,4.0,6,Auto-L5,2WD,Gasoline,L2,8FMXT04.02EG,pickup,6.0,15.0,20.0,17.0,4.0
356,FORD Ranger,4.0,6,Auto-L5,4WD,Gasoline,L2,8FMXT04.02EG,pickup,6.0,14.0,17.0,15.0,3.0
357,FORD Ranger,4.0,6,Man-5,4WD,Gasoline,L2,8FMXT04.02EG,pickup,6.0,15.0,19.0,16.0,4.0
358,FORD Taurus,3.5,6,Auto-L6,4WD,Gasoline,S2,8FMXV03.51ZL,large car,9.5,17.0,24.0,19.0,5.0
359,FORD Taurus,3.5,6,Auto-L6,2WD,Gasoline,S2,8FMXV03.51ZL,large car,9.5,18.0,28.0,22.0,6.0
360,FORD Taurus X,3.5,6,Auto-L6,2WD,Gasoline,S2,8FMXV03.51ZL,SUV,9.5,16.0,24.0,19.0,5.0
361,FORD Taurus X,3.5,6,Auto-L6,4WD,Gasoline,S2,8FMXV03.51ZL,SUV,9.5,15.0,22.0,18.0,5.0
362,GMC Acadia,3.6,6,Auto-L6,2WD,Gasoline,L2,8GMXT03.6151,SUV,6.0,16.0,24.0,19.0,5.0
363,GMC Acadia,3.6,6,Auto-L6,4WD,Gasoline,L2,8GMXT03.6151,SUV,6.0,16.0,22.0,18.0,5.0
364,GMC Envoy,5.3,8,Auto-L4,2WD,Gasoline,L2,8GMXT06.0387,SUV,6.0,14.0,20.0,17.0,4.0
365,GMC Envoy,5.3,8,Auto-L4,4WD,Gasoline,L2,8GMXT06.0387,SUV,6.0,13.0,19.0,16.0,4.0
366,GMC Savana 1500,4.3,6,Auto-L4,2WD,Gasoline,L2,8GMXT04.3186,van,6.0,15.0,20.0,17.0,4.0
367,GMC Savana 1500,5.3,8,Auto-L4,4WD,Gasoline,L2,8GMXT05.3384,van,6.0,12.0,16.0,14.0,2.0
368,GMC Savana 1500,5.3,8,Auto-L4,2WD,Gasoline,L2,8GMXT05.3384,van,6.0,12.0,16.0,14.0,2.0
369,GMC Savana 1500,5.3,8,Auto-L4,4WD,Gasoline,L2,8GMXT05.3384,van,6.0,13.0,17.0,15.0,3.0
370,GMC Savana 1500,5.3,8,Auto-L4,2WD,Gasoline,L2,8GMXT05.3384,van,6.0,14.0,18.0,15.0,3.0
371,GMC Savana 1500,5.3,8,Auto-L4,4WD,Gasoline,L2,8GMXT05.3384,van,6.0,12.0,16.0,14.0,2.0
372,GMC Savana 1500,5.3,8,Auto-L4,2WD,Gasoline,L2,8GMXT05.3384,van,6.0,12.0,16.0,14.0,2.0
373,GMC Savana 2500,4.3,6,Auto-L4,2WD,Gasoline,L2,8GMXT04.3186,van,6.0,15.0,20.0,17.0,4.0
374,GMC Savana 2500,5.3,8,Auto-L4,2WD,Gasoline,L2,8GMXT05.3384,van,6.0,12.0,16.0,14.0,2.0
375,GMC Savana 2500,5.3,8,Auto-L4,4WD,Gasoline,L2,8GMXT05.3384,van,6.0,13.0,17.0,15.0,3.0
376,GMC Savana 2500,5.3,8,Auto-L4,2WD,Gasoline,L2,8GMXT05.3384,van,6.0,14.0,18.0,15.0,3.0
377,GMC Savana 2500,5.3,8,Auto-L4,2WD,Gasoline,L2,8GMXT05.3384,van,6.0,12.0,16.0,14.0,2.0
378,GMC Sierra 15,4.3,6,Auto-L4,2WD,Gasoline,L2,8GMXT04.3186,pickup,6.0,15.0,20.0,17.0,4.0
379,GMC Sierra 15,4.3,6,Auto-L4,4WD,Gasoline,L2,8GMXT04.3186,pickup,6.0,14.0,18.0,15.0,3.0
380,GMC Sierra 15,6.0,8,Auto-L4,2WD,Gasoline,L2,8GMXT06.2382,pickup,6.0,13.0,18.0,15.0,3.0
381,GMC Sierra 15,6.2,8,Auto-L6,2WD,Gasoline,L2,8GMXT06.2382,pickup,6.0,12.0,19.0,15.0,3.0
382,GMC Sierra 15,6.2,8,Auto-L6,4WD,Gasoline,L2,8GMXT06.2382,pickup,6.0,12.0,18.0,14.0,2.0
383,GMC Yukon 1500,6.0,8,Auto-L4,2WD,Gasoline,L2,8GMXT06.2382,SUV,6.0,12.0,17.0,14.0,2.0
384,GMC Yukon 1500,6.2,8,Auto-L6,2WD,Gasoline,L2,8GMXT06.2382,SUV,6.0,12.0,19.0,14.0,2.0
385,GMC Yukon 1500,6.2,8,Auto-L6,4WD,Gasoline,L2,8GMXT06.2382,SUV,6.0,12.0,18.0,14.0,2.0
386,GMC Yukon 1500 Hybrid,6.0,8,Auto-AV,2WD,Gasoline,L2,8GMXT06.0392,SUV,6.0,21.0,22.0,21.0,6.0
387,GMC Yukon 1500 Hybrid,6.0,8,Auto-AV,4WD,Gasoline,L2,8GMXT06.0392,SUV,6.0,20.0,20.0,20.0,6.0
388,HONDA Accord,2.4,4,Auto-L5,2WD,Gasoline,S2,8HNXV02.4EMC,large car,9.5,21.0,31.0,24.0,7.0
389,HONDA Accord,2.4,4,Auto-L5,2WD,Gasoline,S2,8HNXV02.4EMC,small car,9.5,21.0,30.0,24.0,7.0
390,HONDA Accord,3.5,6,Auto-L5,2WD,Gasoline,S2,8HNXV03.5BMC,large car,9.5,19.0,29.0,22.0,6.0
391,HONDA Accord,3.5,6,Auto-L5,2WD,Gasoline,S2,8HNXV03.5BMC,small car,9.5,19.0,28.0,22.0,6.0
392,HONDA Accord,2.4,4,Auto-L5,2WD,Gasoline,U2,8HNXV02.4TKR,large car,7.0,21.0,31.0,24.0,7.0
393,HONDA Accord,2.4,4,Man-5,2WD,Gasoline,U2,8HNXV02.4TKR,large car,7.0,22.0,31.0,25.0,7.0
394,HONDA Accord,2.4,4,Auto-L5,2WD,Gasoline,U2,8HNXV02.4TKR,small car,7.0,21.0,30.0,24.0,7.0
395,HONDA Accord,2.4,4,Man-5,2WD,Gasoline,U2,8HNXV02.4TKR,small car,7.0,22.0,31.0,25.0,7.0
396,HONDA Accord,3.5,6,Auto-L5,2WD,Gasoline,U2,8HNXV03.5VKR,large car,7.0,19.0,29.0,22.0,6.0
397,HONDA Accord,3.5,6,Man-6,2WD,Gasoline,U2,8HNXV03.5VKR,small car,7.0,17.0,25.0,20.0,6.0
398,HONDA Accord,3.5,6,Auto-L5,2WD,Gasoline,U2,8HNXV03.5VKR,small car,7.0,19.0,28.0,22.0,6.0
399,HONDA CR-V,2.4,4,Auto-L5,2WD,Gasoline,U2,8HNXT02.4KKR,SUV,7.0,20.0,27.0,23.0,7.0
400,HONDA CR-V,2.4,4,Auto-L5,4WD,Gasoline,U2,8HNXT02.4KKR,SUV,7.0,20.0,26.0,22.0,6.0
401,HONDA Civic,1.8,4,Auto-L5,2WD,CNG,S2,8HNXV01.8XW3,small car,9.5,24.0,36.0,28.0,9.0
402,HONDA Civic,1.8,4,Auto-L5,2WD,Gasoline,U2,8HNXV01.8LKR,small car,7.0,25.0,36.0,29.0,8.0
403,HONDA Civic,1.8,4,Man-5,2WD,Gasoline,U2,8HNXV01.8LKR,small car,7.0,26.0,34.0,29.0,8.0
404,HONDA Civic,2.0,4,Man-6,2WD,Gasoline,L2,8HNXV02.4FKC,small car,6.0,21.0,29.0,24.0,7.0
405,HONDA Civic Hybrid,1.3,4,Auto-AV,2WD,Gasoline,S2,8HNXV01.3ZCP,small car,9.5,40.0,45.0,42.0,10.0
406,HONDA Element,2.4,4,Man-5,2WD,Gasoline,L2,8HNXV02.4CKC,SUV,6.0,18.0,23.0,20.0,6.0
407,HONDA Element,2.4,4,Auto-L5,2WD,Gasoline,L2,8HNXV02.4CKC,SUV,6.0,20.0,25.0,22.0,6.0
408,HONDA Element,2.4,4,Man-5,4WD,Gasoline,L2,8HNXV02.4CKC,SUV,6.0,18.0,23.0,20.0,6.0
409,HONDA Element,2.4,4,Auto-L5,4WD,Gasoline,L2,8HNXV02.4CKC,SUV,6.0,19.0,24.0,21.0,6.0
410,HONDA Fit,1.5,4,Auto-S5,2WD,Gasoline,L2,8HNXV01.5JKC,station wagon,6.0,27.0,33.0,29.0,8.0
411,HONDA Fit,1.5,4,Auto-L5,2WD,Gasoline,L2,8HNXV01.5JKC,station wagon,6.0,27.0,34.0,30.0,8.0
412,HONDA Fit,1.5,4,Man-5,2WD,Gasoline,L2,8HNXV01.5JKC,station wagon,6.0,28.0,34.0,31.0,9.0
413,HONDA Odyssey,3.5,6,Auto-L5,2WD,Gasoline,U2,8HNXT03.54KR,minivan,7.0,16.0,23.0,18.0,5.0
414,HONDA Odyssey,3.5,6,Auto-L5,2WD,Gasoline,U2,8HNXT03.54KR,minivan,7.0,17.0,25.0,20.0,6.0
415,HONDA Pilot,3.5,6,Auto-L5,2WD,Gasoline,U2,8HNXT03.5NKR,SUV,7.0,16.0,22.0,18.0,5.0
416,HONDA Pilot,3.5,6,Auto-L5,4WD,Gasoline,U2,8HNXT03.5NKR,SUV,7.0,15.0,20.0,17.0,4.0
417,HONDA Ridgeline,3.5,6,Auto-L5,4WD,Gasoline,U2,8HNXT03.5MKR,pickup,7.0,15.0,20.0,17.0,4.0
418,HONDA S2000,2.2,4,Man-6,2WD,Gasoline,L2,8HNXV02.2AKC,small car,6.0,18.0,25.0,21.0,6.0
419,HUMMER H3,3.7,5,Man-5,4WD,Gasoline,L2,8GMXT03.7187,SUV,6.0,13.0,18.0,15.0,3.0
420,HUMMER H3,3.7,5,Auto-L4,4WD,Gasoline,L2,8GMXT03.7187,SUV,6.0,14.0,18.0,15.0,3.0
421,HYUNDAI Accent,1.6,4,Auto-L4,2WD,Gasoline,U2,8HYXV01.6MW5,small car,7.0,24.0,33.0,28.0,8.0
422,HYUNDAI Accent,1.6,4,Man-5,2WD,Gasoline,U2,8HYXV01.6MW5,small car,7.0,27.0,32.0,29.0,8.0
423,HYUNDAI Azera,3.3,6,Auto-L5,2WD,Gasoline,U2,8HYXV03.3TW5,large car,7.0,18.0,26.0,21.0,6.0
424,HYUNDAI Azera,3.8,6,Auto-L5,2WD,Gasoline,U2,8HYXV03.8AW5,large car,7.0,17.0,26.0,20.0,6.0
425,HYUNDAI Elantra,2.0,4,Auto-L4,2WD,Gasoline,S2,8HYXV02.0HPC,midsize car,9.5,25.0,33.0,28.0,8.0
426,HYUNDAI Elantra,2.0,4,Man-5,2WD,Gasoline,U2,8HYXV02.0HW5,midsize car,7.0,24.0,33.0,27.0,8.0
427,HYUNDAI Elantra,2.0,4,Auto-L4,2WD,Gasoline,U2,8HYXV02.0HW5,midsize car,7.0,25.0,33.0,28.0,8.0
428,HYUNDAI Entourage,3.8,6,Auto-L5,2WD,Gasoline,U2,8KMXT03.8VW5,minivan,7.0,16.0,23.0,18.0,5.0
429,HYUNDAI Santa Fe,2.7,6,Man-5,2WD,Gasoline,U2,8HYXT02.7CW5,SUV,7.0,17.0,24.0,20.0,6.0
430,HYUNDAI Santa Fe,2.7,6,Auto-L4,2WD,Gasoline,U2,8HYXT02.7CW5,SUV,7.0,18.0,24.0,20.0,6.0
431,HYUNDAI Santa Fe,2.7,6,Auto-L4,4WD,Gasoline,U2,8HYXT02.7CW5,SUV,7.0,17.0,23.0,19.0,5.0
432,HYUNDAI Santa Fe,2.7,6,Man-5,4WD,Gasoline,U2,8HYXT02.7CW5,SUV,7.0,17.0,23.0,19.0,5.0
433,HYUNDAI Santa Fe,3.3,6,Auto-L5,2WD,Gasoline,U2,8HYXT03.3PW5,SUV,7.0,17.0,24.0,20.0,6.0
434,HYUNDAI Santa Fe,3.3,6,Auto-L5,4WD,Gasoline,U2,8HYXT03.3PW5,SUV,7.0,17.0,24.0,19.0,5.0
435,HYUNDAI Sonata,2.4,4,Auto-L4,2WD,Gasoline,U2,8HYXV02.4SW5,large car,7.0,21.0,30.0,24.0,7.0
436,HYUNDAI Sonata,2.4,4,Man-5,2WD,Gasoline,U2,8HYXV02.4SW5,large car,7.0,21.0,31.0,25.0,7.0
437,HYUNDAI Sonata,3.3,6,Auto-L5,2WD,Gasoline,U2,8HYXV03.3FW5,large car,7.0,19.0,28.0,22.0,6.0
438,HYUNDAI Tiburon,2.0,4,Auto-L4,2WD,Gasoline,U2,8HYXV02.0GW5,small car,7.0,20.0,27.0,22.0,6.0
439,HYUNDAI Tiburon,2.0,4,Man-5,2WD,Gasoline,U2,8HYXV02.0GW5,small car,7.0,20.0,28.0,23.0,7.0
440,HYUNDAI Tiburon,2.7,6,Man-6,2WD,Gasoline,L2,8HYXV02.7KM5,small car,6.0,16.0,24.0,19.0,5.0
441,HYUNDAI Tiburon,2.7,6,Auto-L4,2WD,Gasoline,L2,8HYXV02.7KM5,small car,6.0,17.0,24.0,20.0,6.0
442,HYUNDAI Tiburon,2.7,6,Man-5,2WD,Gasoline,L2,8HYXV02.7KM5,small car,6.0,17.0,24.0,20.0,6.0
443,HYUNDAI Tucson,2.0,4,Auto-L4,2WD,Gasoline,U2,8HYXT02.0JW5,SUV,7.0,19.0,25.0,22.0,6.0
444,HYUNDAI Tucson,2.0,4,Man-5,2WD,Gasoline,U2,8HYXT02.0JW5,SUV,7.0,20.0,25.0,22.0,6.0
445,HYUNDAI Tucson,2.0,4,Man-5,4WD,Gasoline,U2,8HYXT02.0JW5,SUV,7.0,19.0,24.0,21.0,6.0
446,HYUNDAI Tucson,2.7,6,Auto-L4,2WD,Gasoline,L2,8HYXT02.7MM5,SUV,6.0,18.0,24.0,20.0,6.0
447,HYUNDAI Tucson,2.7,6,Auto-L4,4WD,Gasoline,L2,8HYXT02.7MM5,SUV,6.0,17.0,23.0,19.0,5.0
448,HYUNDAI Veracruz,3.8,6,Auto-L6,2WD,Gasoline,L2,8HYXT03.8EM5,SUV,6.0,16.0,23.0,18.0,5.0
449,HYUNDAI Veracruz,3.8,6,Auto-L6,4WD,Gasoline,L2,8HYXT03.8EM5,SUV,6.0,15.0,22.0,18.0,5.0
450,INFINITI FX35,3.5,6,Auto-S5,2WD,Gasoline,L2,8NSXT03.5G7A,SUV,6.0,15.0,22.0,18.0,5.0
451,INFINITI FX35,3.5,6,Auto-S5,4WD,Gasoline,L2,8NSXT03.5G7A,SUV,6.0,15.0,20.0,17.0,4.0
452,INFINITI FX45,4.5,8,Auto-S5,4WD,Gasoline,L2,8NSXT04.5G8A,SUV,6.0,13.0,17.0,14.0,2.0
453,INFINITI G35,3.5,6,Auto-S5,2WD,Gasoline,U2,8NSXV03.5GAB,midsize car,7.0,17.0,24.0,20.0,6.0
454,INFINITI G35,3.5,6,Man-6,2WD,Gasoline,U2,8NSXV03.5GAB,midsize car,7.0,17.0,25.0,20.0,6.0
455,INFINITI G35X,3.5,6,Auto-S5,4WD,Gasoline,U2,8NSXV03.5GAB,midsize car,7.0,17.0,23.0,19.0,5.0
456,INFINITI G37,3.7,6,Man-6,2WD,Gasoline,U2,8NSXV03.7GAA,small car,7.0,17.0,26.0,20.0,6.0
457,INFINITI G37,3.7,6,Auto-S5,2WD,Gasoline,U2,8NSXV03.7GAA,small car,7.0,18.0,24.0,20.0,6.0
458,INFINITI M35,3.5,6,Auto-S5,2WD,Gasoline,L2,8NSXV03.5G7C,large car,6.0,16.0,23.0,19.0,5.0
459,INFINITI M35X,3.5,6,Auto-S5,4WD,Gasoline,L2,8NSXV03.5G7C,large car,6.0,16.0,22.0,18.0,5.0
460,INFINITI M45,4.5,8,Auto-S5,2WD,Gasoline,L2,8NSXV04.5G8A,large car,6.0,16.0,21.0,18.0,5.0
461,INFINITI M45X,4.5,8,Auto-S5,4WD,Gasoline,L2,8NSXV04.5G8A,large car,6.0,14.0,20.0,16.0,4.0
462,INFINITI QX56,5.6,8,Auto-L5,2WD,Gasoline,L2,8NSXT05.6G9A,SUV,6.0,12.0,18.0,14.0,2.0
463,INFINITI QX56,5.6,8,Auto-L5,4WD,Gasoline,L2,8NSXT05.6G9A,SUV,6.0,12.0,17.0,14.0,2.0
464,JEEP Commander,3.7,6,Auto-L5,2WD,Gasoline,L2,8CRXT03.7NE0,SUV,6.0,14.0,19.0,16.0,4.0
465,JEEP Commander,3.7,6,Auto-L5,4WD,Gasoline,L2,8CRXT03.7NE0,SUV,6.0,14.0,19.0,16.0,4.0
466,JEEP Commander,4.7,8,Auto-L5,2WD,Gasoline,L2,8CRXT04.7PE0,SUV,6.0,14.0,19.0,15.0,3.0
467,JEEP Commander,4.7,8,Auto-L5,4WD,Gasoline,L2,8CRXT04.7PE0,SUV,6.0,13.0,18.0,14.0,2.0
468,JEEP Commander,5.7,8,Auto-L5,2WD,Gasoline,L2,8CRXT05.7PE0,SUV,6.0,13.0,19.0,15.0,3.0
469,JEEP Commander,5.7,8,Auto-L5,4WD,Gasoline,L2,8CRXT05.7PE0,SUV,6.0,13.0,17.0,14.0,2.0
470,JEEP Compass,2.4,4,Man-5,2WD,Gasoline,U2,8CRXB0144M80,SUV,7.0,23.0,28.0,25.0,7.0
471,JEEP Compass,2.4,4,Auto-AV,4WD,Gasoline,U2,8CRXB0144M81,SUV,7.0,21.0,24.0,22.0,6.0
472,JEEP Compass,2.4,4,Man-5,4WD,Gasoline,U2,8CRXB0144M80,SUV,7.0,22.0,27.0,24.0,7.0
473,JEEP Grand Cherokee,3.7,6,Auto-L5,2WD,Gasoline,L2,8CRXT03.7NE0,SUV,6.0,15.0,20.0,17.0,4.0
474,JEEP Grand Cherokee,3.7,6,Auto-L5,4WD,Gasoline,L2,8CRXT03.7NE0,SUV,6.0,15.0,19.0,17.0,4.0
475,JEEP Grand Cherokee,4.7,8,Auto-L5,2WD,Gasoline,L2,8CRXT04.7PE0,SUV,6.0,14.0,19.0,15.0,3.0
476,JEEP Grand Cherokee,4.7,8,Auto-L5,4WD,Gasoline,L2,8CRXT04.7PE0,SUV,6.0,14.0,19.0,15.0,3.0
477,JEEP Grand Cherokee,5.7,8,Auto-L5,2WD,Gasoline,L2,8CRXT05.7PE0,SUV,6.0,13.0,19.0,15.0,3.0
478,JEEP Grand Cherokee,5.7,8,Auto-L5,4WD,Gasoline,L2,8CRXT05.7PE0,SUV,6.0,13.0,18.0,15.0,3.0
479,JEEP Grand Cherokee,6.1,8,Auto-L5,4WD,Gasoline,L2,8CRXT06.1PE0,SUV,6.0,11.0,14.0,12.0,0.0
480,JEEP Liberty,3.7,6,Auto-L4,2WD,Gasoline,U2,8CRXT0226N80,SUV,7.0,16.0,22.0,18.0,5.0
481,JEEP Liberty,3.7,6,Auto-L4,4WD,Gasoline,U2,8CRXT0226N80,SUV,7.0,15.0,21.0,17.0,4.0
482,JEEP Liberty,3.7,6,Auto-L4,2WD,Gasoline,L2,8CRXT03.7NE0,SUV,6.0,16.0,22.0,18.0,5.0
483,JEEP Liberty,3.7,6,Man-6,2WD,Gasoline,L2,8CRXT03.7NE0,SUV,6.0,16.0,22.0,19.0,5.0
484,JEEP Liberty,3.7,6,Auto-L4,4WD,Gasoline,L2,8CRXT03.7NE0,SUV,6.0,15.0,21.0,17.0,4.0
485,JEEP Liberty,3.7,6,Man-6,4WD,Gasoline,L2,8CRXT03.7NE0,SUV,6.0,16.0,22.0,18.0,5.0
486,JEEP Patriot,2.4,4,Man-5,2WD,Gasoline,U2,8CRXB0144M80,SUV,7.0,23.0,28.0,25.0,7.0
487,JEEP Patriot,2.4,4,Auto-AV,4WD,Gasoline,U2,8CRXB0144M81,SUV,7.0,20.0,22.0,21.0,6.0
488,JEEP Patriot,2.4,4,Auto-AV,4WD,Gasoline,U2,8CRXB0144M81,SUV,7.0,21.0,24.0,22.0,6.0
489,JEEP Patriot,2.4,4,Man-5,4WD,Gasoline,U2,8CRXB0144M80,SUV,7.0,22.0,27.0,24.0,7.0
490,JEEP Wrangler,3.8,6,Auto-L4,2WD,Gasoline,U2,8CRXT0231N81,SUV,7.0,15.0,20.0,17.0,4.0
491,JEEP Wrangler,3.8,6,Man-6,2WD,Gasoline,U2,8CRXT0231N81,SUV,7.0,16.0,21.0,18.0,5.0
492,JEEP Wrangler,3.8,6,Man-6,4WD,Gasoline,U2,8CRXT0231N81,SUV,7.0,15.0,19.0,16.0,4.0
493,JEEP Wrangler,3.8,6,Auto-L4,4WD,Gasoline,U2,8CRXT0231N81,SUV,7.0,15.0,19.0,17.0,4.0
494,KIA Amanti,3.8,6,Auto-L5,2WD,Gasoline,U2,8KMXV03.8HW5,large car,7.0,17.0,24.0,19.0,5.0
495,KIA Optima,2.4,4,Auto-L5,2WD,Gasoline,U2,8KMXV02.4MW5,midsize car,7.0,21.0,31.0,25.0,7.0
496,KIA Optima,2.4,4,Man-5,2WD,Gasoline,U2,8KMXV02.4MW5,midsize car,7.0,21.0,31.0,25.0,7.0
497,KIA Rio,1.6,4,Auto-L4,2WD,Gasoline,U2,8KMXV01.6BW5,small car,7.0,25.0,35.0,29.0,8.0
498,KIA Rio,1.6,4,Man-5,2WD,Gasoline,U2,8KMXV01.6BW5,small car,7.0,27.0,32.0,29.0,8.0
499,KIA Rondo,2.4,4,Auto-L4,2WD,Gasoline,U2,8KMXV02.4UW5,station wagon,7.0,19.0,26.0,22.0,6.0
500,KIA Rondo,2.7,6,Auto-L5,2WD,Gasoline,U2,8KMXV02.7NW5,station wagon,7.0,18.0,26.0,21.0,6.0
501,KIA Sedona,3.8,6,Auto-L5,2WD,Gasoline,U2,8KMXT03.8VW5,minivan,7.0,16.0,23.0,18.0,5.0
502,KIA Sorento,3.8,6,Auto-L5,2WD,Gasoline,L2,8KMXT03.8LM5,SUV,6.0,15.0,21.0,17.0,4.0
503,KIA Sorento,3.8,6,Auto-L5,4WD,Gasoline,L2,8KMXT03.8LM5,SUV,6.0,15.0,20.0,17.0,4.0
504,KIA Spectra,2.0,4,Auto-L4,2WD,Gasoline,S2,8KMXV02.0LPC,midsize car,9.5,24.0,32.0,27.0,8.0
505,KIA Spectra,2.0,4,Man-5,2WD,Gasoline,U2,8KMXV02.0LW5,midsize car,7.0,23.0,30.0,26.0,8.0
506,KIA Spectra,2.0,4,Auto-L4,2WD,Gasoline,U2,8KMXV02.0LW5,midsize car,7.0,24.0,32.0,27.0,8.0
507,KIA Sportage,2.0,4,Auto-L4,2WD,Gasoline,U2,8KMXT02.0KW5,SUV,7.0,19.0,25.0,21.0,6.0
508,KIA Sportage,2.0,4,Man-5,2WD,Gasoline,U2,8KMXT02.0KW5,SUV,7.0,20.0,25.0,22.0,6.0
509,KIA Sportage,2.0,4,Man-5,4WD,Gasoline,U2,8KMXT02.0KW5,SUV,7.0,19.0,24.0,21.0,6.0
