,Model,Displ,Cyl,Trans,Drive,Fuel,Stnd,Underhood_ID,Veh_Class,Air_Pollution_Score,City_MPG,Hwy_MPG,Cmb_MPG,Greenhouse_Gas_Score
510,KIA Sportage,2.7,6,Auto-L4,2WD,Gasoline,L2,8KMXT02.7MM5,SUV,6.0,17.0,23.0,20.0,6.0
511,KIA Sportage,2.7,6,Auto-L4,4WD,Gasoline,L2,8KMXT02.7MM5,SUV,6.0,17.0,21.0,19.0,5.0
512,LAMBORGHINI Gallardo Coupe,5.0,10,Man-6,4WD,Gasoline,L2,8NLXV05.0406,small car,6.0,10.0,17.0,13.0,1.0
513,LAMBORGHINI Gallardo Coupe,5.0,10,Auto-S6,4WD,Gasoline,L2,8NLXV05.0406,small car,6.0,11.0,17.0,13.0,1.0
514,LAMBORGHINI Gallardo Spyder,5.0,10,Man-6,4WD,Gasoline,L2,8NLXV05.0406,small car,6.0,10.0,15.0,12.0,0.0
515,LAMBORGHINI Gallardo Spyder,5.0,10,Auto-S6,4WD,Gasoline,L2,8NLXV05.0406,small car,6.0,10.0,16.0,12.0,0.0
516,LAMBORGHINI Murcielago,6.5,12,Man-6,4WD,Gasoline,L2,8NLXV06.5474,small car,6.0,8.0,13.0,10.0,0.0
517,LAMBORGHINI Murcielago,6.5,12,Auto-S6,4WD,Gasoline,L2,8NLXV06.5474,small car,6.0,9.0,14.0,11.0,0.0
518,LAMBORGHINI Murcielago Reventon,6.5,12,Auto-S6,4WD,Gasoline,L2,8NLXV06.5474,small car,6.0,9.0,14.0,11.0,0.0
519,LAMBORGHINI Murcielago Roadster,6.5,12,Man-6,4WD,Gasoline,L2,8NLXV06.5474,small car,6.0,8.0,13.0,10.0,0.0
520,LAMBORGHINI Murcielago Roadster,6.5,12,Auto-S6,4WD,Gasoline,L2,8NLXV06.5474,small car,6.0,9.0,14.0,11.0,0.0
521,LAND ROVER LR2,3.2,6,Auto-S6,4WD,Gasoline,U2,8LRXT03.2001,SUV,7.0,16.0,23.0,18.0,5.0
522,LAND ROVER LR3,4.4,8,Auto-S6,4WD,Gasoline,U2,8LRXT04.4001,SUV,7.0,12.0,17.0,14.0,2.0
523,LAND ROVER Range Rover,4.2,8,Auto-S6,4WD,Gasoline,L2,8LRXT04.2001,SUV,6.0,12.0,18.0,14.0,2.0
524,LAND ROVER Range Rover,4.4,8,Auto-S6,4WD,Gasoline,L2,8LRXT04.2001,SUV,6.0,12.0,18.0,14.0,2.0
525,LAND ROVER Range Rover Sport,4.4,8,Auto-S6,4WD,Gasoline,U2,8LRXT04.4001,SUV,7.0,12.0,18.0,15.0,3.0
526,LAND ROVER Range Rover Sport,4.2,8,Auto-S6,4WD,Gasoline,L2,8LRXT04.2001,SUV,6.0,12.0,18.0,14.0,2.0
527,LEXUS ES 350,3.5,6,Auto-S6,2WD,Gasoline,U2,8TYXV03.5BEA,midsize car,7.0,19.0,27.0,22.0,6.0
528,LEXUS GS 350,3.5,6,Auto-S6,4WD,Gasoline,U2,8TYXV03.5BEB,midsize car,7.0,18.0,25.0,20.0,6.0
529,LEXUS GS 350,3.5,6,Auto-S6,2WD,Gasoline,U2,8TYXV03.5BEB,midsize car,7.0,19.0,27.0,22.0,6.0
530,LEXUS GS 450h,3.5,6,Auto-S6,2WD,Gasoline,S2,8TYXV03.5CC4,small car,9.0,22.0,25.0,23.0,7.0
531,LEXUS GS 460,4.6,8,S8,2WD,Gasoline,U2,8TYXV04.6BEA,midsize car,7.0,17.0,24.0,20.0,6.0
532,LEXUS GX 470,4.7,8,Auto-L5,4WD,Gasoline,U2,8TYXT04.7BES,SUV,7.0,14.0,18.0,15.0,3.0
533,LEXUS IS 250,2.5,6,Man-6,2WD,Gasoline,U2,8TYXV02.5BEA,small car,7.0,18.0,26.0,21.0,6.0
534,LEXUS IS 250,2.5,6,Auto-S6,4WD,Gasoline,U2,8TYXV02.5BEA,small car,7.0,20.0,26.0,22.0,6.0
535,LEXUS IS 250,2.5,6,Auto-S6,2WD,Gasoline,U2,8TYXV02.5BEA,small car,7.0,21.0,29.0,24.0,7.0
536,LEXUS IS 350,3.5,6,Auto-S6,2WD,Gasoline,U2,8TYXV03.5BEB,small car,7.0,18.0,25.0,20.0,6.0
537,LEXUS LS 460,4.6,8,S8,2WD,Gasoline,U2,8TYXV04.6BEA,midsize car,7.0,16.0,24.0,19.0,5.0
538,LEXUS LS 460 L,4.6,8,S8,2WD,Gasoline,U2,8TYXV04.6BEA,midsize car,7.0,16.0,24.0,19.0,5.0
539,LEXUS LS 600HL,5.0,8,S8,4WD,Gasoline,S2,8TYXV05.0CC4,midsize car,9.0,20.0,22.0,21.0,6.0
540,LEXUS LX 570,5.7,8,Auto-S6,4WD,Gasoline,U2,8TYXT05.7BEX,SUV,7.0,12.0,18.0,14.0,2.0
541,LEXUS RX 350,3.5,6,Auto-L5,2WD,Gasoline,U2,8TYXT03.5BEM,SUV,7.0,18.0,23.0,20.0,6.0
542,LEXUS RX 350,3.5,6,Auto-S5,2WD,Gasoline,U2,8TYXT03.5BEM,SUV,7.0,18.0,23.0,20.0,6.0
543,LEXUS RX 350,3.5,6,Auto-L5,4WD,Gasoline,U2,8TYXT03.5BEM,SUV,7.0,17.0,22.0,19.0,5.0
544,LEXUS RX 350,3.5,6,Auto-S5,4WD,Gasoline,U2,8TYXT03.5BEM,SUV,7.0,17.0,22.0,19.0,5.0
545,LEXUS RX 400H,3.3,6,Auto-AV,2WD,Gasoline,S2,8TYXT03.3CCU,SUV,9.0,27.0,24.0,25.0,7.0
546,LEXUS RX 400H,3.3,6,Auto-AV,4WD,Gasoline,S2,8TYXT03.3CCU,SUV,9.0,26.0,24.0,25.0,7.0
547,LEXUS SC 430,4.3,8,Auto-S6,2WD,Gasoline,L2,8TYXV04.3AJA,small car,6.0,16.0,23.0,19.0,5.0
548,LINCOLN MKX,3.5,6,Auto-L6,2WD,Gasoline,U2,8FMXT03.52EB,SUV,7.0,16.0,24.0,19.0,5.0
549,LINCOLN MKX,3.5,6,Auto-L6,4WD,Gasoline,U2,8FMXT03.52EB,SUV,7.0,15.0,22.0,18.0,5.0
550,LINCOLN MKZ,3.5,6,Auto-L6,4WD,Gasoline,U2,8FMXV03.5VEP,midsize car,7.0,17.0,24.0,19.0,5.0
551,LINCOLN MKZ,3.5,6,Auto-L6,2WD,Gasoline,U2,8FMXV03.5VEP,midsize car,7.0,18.0,28.0,22.0,6.0
552,LINCOLN Mark LT,5.4,8,Auto-L4,2WD,Gasoline,B4,8FMXT05.44D7,pickup,7.0,12.0,16.0,14.0,2.0
553,LINCOLN Mark LT,5.4,8,Auto-L4,4WD,Gasoline,B4,8FMXT05.44D7,pickup,7.0,13.0,17.0,14.0,2.0
554,LINCOLN Navigator,5.4,8,Auto-L6,2WD,Gasoline,U2,8FMXT05.44E6,SUV,7.0,12.0,18.0,14.0,2.0
555,LOTUS Elise,1.8,4,Man-6,2WD,Gasoline,L2,8LTXV01.8JHB,small car,6.0,20.0,26.0,22.0,6.0
556,LOTUS Elise,1.8,4,Man-6,2WD,Gasoline,L2,8LTXV01.8JHB,small car,6.0,21.0,27.0,23.0,7.0
557,LOTUS Exige,1.8,4,Man-6,2WD,Gasoline,L2,8LTXV01.8JHB,small car,6.0,20.0,26.0,22.0,6.0
558,LOTUS Exige,1.8,4,Man-6,2WD,Gasoline,L2,8LTXV01.8JHB,small car,6.0,21.0,27.0,23.0,7.0
559,MASERATI Granturismo,4.2,8,Auto-6,2WD,Gasoline,L2,8MAXV04.2LEV,small car,6.0,14.0,21.0,17.0,4.0
560,MASERATI Quattroporte,4.2,8,Auto-6,2WD,Gasoline,L2,8MAXV04.2LEV,large car,6.0,13.0,19.0,15.0,3.0
561,MAZDA 3,2.0,4,Auto-S4,2WD,Gasoline,S2,8TKXV02.0NH1,small car,9.5,23.0,31.0,26.0,8.0
562,MAZDA 3,2.0,4,Man-5,2WD,Gasoline,S2,8TKXV02.0NH1,small car,9.5,24.0,32.0,27.0,8.0
563,MAZDA 3,2.3,4,Auto-S5,2WD,Gasoline,S2,8TKXV02.3NH1,small car,9.5,22.0,29.0,24.0,7.0
564,MAZDA 3,2.3,4,Man-5,2WD,Gasoline,S2,8TKXV02.3NH1,small car,9.5,22.0,29.0,25.0,7.0
565,MAZDA 3,2.3,4,Man-6,2WD,Gasoline,U2,8TKXV02.3NF1,midsize car,7.0,18.0,26.0,20.0,6.0
566,MAZDA 5,2.3,4,Auto-S5,2WD,Gasoline,L2,8TKXV02.35DA,minivan,6.0,21.0,27.0,23.0,7.0
567,MAZDA 5,2.3,4,Man-5,2WD,Gasoline,L2,8TKXV02.35DA,minivan,6.0,22.0,28.0,24.0,7.0
568,MAZDA 6,2.3,4,Auto-S5,2WD,Gasoline,S2,8TKXV02.3NH2,midsize car,9.5,21.0,28.0,24.0,7.0
569,MAZDA 6,3.0,6,Man-5,2WD,Gasoline,U2,8TKXV03.05FA,midsize car,7.0,17.0,25.0,20.0,6.0
570,MAZDA 6,3.0,6,Auto-S6,2WD,Gasoline,U2,8TKXV03.05FA,midsize car,7.0,18.0,25.0,20.0,6.0
571,MAZDA 6,2.3,4,Auto-S5,2WD,Gasoline,L2,8TKXV02.35DB,midsize car,6.0,21.0,28.0,24.0,7.0
572,MAZDA 6,2.3,4,Man-5,2WD,Gasoline,L2,8TKXV02.35DB,midsize car,6.0,21.0,29.0,24.0,7.0
573,MAZDA B2300,2.3,4,Auto-L5,2WD,Gasoline,U2,8FMXT02.31BA,pickup,7.0,19.0,24.0,21.0,6.0
574,MAZDA B2300,2.3,4,Man-5,2WD,Gasoline,U2,8FMXT02.31BA,pickup,7.0,21.0,26.0,23.0,7.0
575,MAZDA B3000,3.0,6,Auto-L5,2WD,Gasoline,U2,8FMXT03.02BB,pickup,7.0,15.0,20.0,17.0,4.0
576,MAZDA B4000,4.0,6,Auto-L5,2WD,Gasoline,L2,8FMXT04.02EG,pickup,6.0,15.0,20.0,17.0,4.0
577,MAZDA B4000,4.0,6,Auto-L5,4WD,Gasoline,L2,8FMXT04.02EG,pickup,6.0,14.0,17.0,15.0,3.0
578,MAZDA B4000,4.0,6,Man-5,4WD,Gasoline,L2,8FMXT04.02EG,pickup,6.0,15.0,19.0,16.0,4.0
579,MAZDA CX-7,2.3,4,Auto-S6,2WD,Gasoline,L2,8TKXT02.35DA,SUV,6.0,17.0,23.0,19.0,5.0
580,MAZDA CX-7,2.3,4,Auto-S6,4WD,Gasoline,L2,8TKXT02.35DA,SUV,6.0,16.0,22.0,18.0,5.0
581,MAZDA CX-9,3.7,6,Auto-S6,2WD,Gasoline,U2,8TKXT03.75FA,SUV,7.0,16.0,22.0,18.0,5.0
582,MAZDA CX-9,3.7,6,Auto-S6,4WD,Gasoline,U2,8TKXT03.75FA,SUV,7.0,15.0,21.0,17.0,4.0
583,MAZDA MX-5,2.0,4,Auto-S6,2WD,Gasoline,U2,8TKXV02.05FA,small car,7.0,20.0,27.0,23.0,7.0
584,MAZDA MX-5,2.0,4,Man-6,2WD,Gasoline,U2,8TKXV02.05FA,small car,7.0,21.0,28.0,24.0,7.0
585,MAZDA MX-5,2.0,4,Man-5,2WD,Gasoline,U2,8TKXV02.05FA,small car,7.0,22.0,27.0,24.0,7.0
586,MAZDA RX-8,1.3,2,Man-6,2WD,Gasoline,L2,8TKXV01.35DA,small car,6.0,16.0,22.0,18.0,5.0
587,MAZDA RX-8,1.3,2,Auto-S6,2WD,Gasoline,L2,8TKXV01.35DA,small car,6.0,16.0,23.0,19.0,5.0
588,MAZDA Tribute,2.3,4,Man-5,2WD,Gasoline,U2,8FMXT02.31EF,SUV,7.0,22.0,28.0,24.0,7.0
589,MAZDA Tribute,2.3,4,Auto-L4,2WD,Gasoline,L2,8FMXT02.31EA,SUV,6.0,20.0,26.0,22.0,6.0
590,MAZDA Tribute,2.3,4,Auto-L4,4WD,Gasoline,L2,8FMXT02.31EA,SUV,6.0,19.0,24.0,21.0,6.0
591,MAZDA Tribute,3.0,6,Auto-L4,2WD,Gasoline,L2,8FMXT03.01EB,SUV,6.0,18.0,24.0,20.0,6.0
592,MAZDA Tribute,3.0,6,Auto-L4,4WD,Gasoline,L2,8FMXT03.02EC,SUV,6.0,17.0,22.0,19.0,5.0
593,MAZDA Tribute Hybrid,2.3,4,Auto-AV,2WD,Gasoline,S2,8FMXT02.32ZE,SUV,9.5,34.0,30.0,32.0,9.0
594,MAZDA Tribute Hybrid,2.3,4,Auto-AV,4WD,Gasoline,S2,8FMXT02.32ZE,SUV,9.5,29.0,27.0,28.0,8.0
595,MERCEDES-BENZ CL550,5.5,8,Auto-L7,2WD,Gasoline,U2,8MBXB05.5U2A,small car,7.0,14.0,21.0,17.0,4.0
596,MERCEDES-BENZ CL600,5.5,12,Auto-L5,2WD,Gasoline,L2,8MBXV06.0L2A,small car,6.0,11.0,17.0,13.0,1.0
597,MERCEDES-BENZ CL63 AMG,6.2,8,Auto-S7,2WD,Gasoline,L2,8MBXB06.3L2A,small car,6.0,11.0,18.0,14.0,2.0
598,MERCEDES-BENZ CL65 AMG,5.5,12,Auto-S5,2WD,Gasoline,L2,8MBXV06.0L2A,small car,6.0,11.0,17.0,13.0,1.0
599,MERCEDES-BENZ CLK63 AMG,6.2,8,Auto-S7,2WD,Gasoline,L2,8MBXB06.3L2A,small car,6.0,12.0,19.0,14.0,2.0
600,MERCEDES-BENZ CLK63 AMG Cabriolet,6.2,8,Auto-S7,2WD,Gasoline,L2,8MBXB06.3L2A,small car,6.0,12.0,18.0,14.0,2.0
601,MERCEDES-BENZ CLS63 AMG,6.2,8,Auto-S7,2WD,Gasoline,L2,8MBXB06.3L2A,small car,6.0,12.0,18.0,14.0,2.0
602,MERCEDES-BENZ E350,3.5,6,Auto-L7,2WD,Gasoline,S2,8MBXV03.5S2A,midsize car,9.5,17.0,24.0,19.0,5.0
603,MERCEDES-BENZ E550 4Matic,5.5,8,Auto-L7,4WD,Gasoline,U2,8MBXB05.5U2A,midsize car,7.0,13.0,19.0,16.0,4.0
604,MERCEDES-BENZ E63 AMG,6.2,8,Auto-S7,2WD,Gasoline,L2,8MBXB06.3L2A,midsize car,6.0,12.0,19.0,15.0,3.0
605,MERCEDES-BENZ E63 AMG Wagon,6.2,8,Auto-S7,2WD,Gasoline,L2,8MBXB06.3L2A,station wagon,6.0,12.0,18.0,14.0,2.0
606,MERCEDES-BENZ G500,5.0,8,Auto-L7,4WD,Gasoline,L2,8MBXT05.5L2A,SUV,6.0,12.0,15.0,13.0,1.0
607,MERCEDES-BENZ G55 AMG,5.4,8,Auto-L5,4WD,Gasoline,L2,8MBXT05.5L2A,SUV,6.0,11.0,13.0,12.0,0.0
608,MERCEDES-BENZ GL450 4Matic,4.6,8,Auto-L7,4WD,Gasoline,U2,8MBXB05.5U2A,SUV,7.0,13.0,18.0,15.0,3.0
609,MERCEDES-BENZ GL550 4Matic,5.5,8,Auto-L7,4WD,Gasoline,U2,8MBXB05.5U2A,SUV,7.0,13.0,17.0,14.0,2.0
610,MERCEDES-BENZ ML350 4Matic,3.5,6,Auto-L7,4WD,Gasoline,U2,8MBXB03.5U2A,SUV,7.0,15.0,20.0,17.0,4.0
611,MERCEDES-BENZ ML550 4Matic,5.5,8,Auto-L7,4WD,Gasoline,U2,8MBXB05.5U2A,SUV,7.0,13.0,18.0,15.0,3.0
612,MERCEDES-BENZ Maybach 57,5.5,12,Auto-L5,2WD,Gasoline,L2,8MBXV06.0L2A,large car,6.0,10.0,16.0,12.0,0.0
613,MERCEDES-BENZ Maybach 57S,6.0,12,Auto-L5,2WD,Gasoline,L2,8MBXV06.0L2A,large car,6.0,10.0,16.0,12.0,0.0
614,MERCEDES-BENZ Maybach 62,5.5,12,Auto-L5,2WD,Gasoline,L2,8MBXV06.0L2A,large car,6.0,10.0,16.0,12.0,0.0
615,MERCEDES-BENZ Maybach 62S,6.0,12,Auto-L5,2WD,Gasoline,L2,8MBXV06.0L2A,large car,6.0,10.0,16.0,12.0,0.0
616,MERCEDES-BENZ R350,3.5,6,Auto-L7,2WD,Gasoline,U2,8MBXB03.5U2A,SUV,7.0,15.0,20.0,17.0,4.0
617,MERCEDES-BENZ R350 4Matic,3.5,6,Auto-L7,4WD,Gasoline,U2,8MBXB03.5U2A,SUV,7.0,15.0,19.0,16.0,4.0
618,MERCEDES-BENZ S550,5.5,8,Auto-L7,2WD,Gasoline,U2,8MBXB05.5U2A,large car,7.0,14.0,21.0,16.0,4.0
619,MERCEDES-BENZ S550 4Matic,5.5,8,Auto-L7,4WD,Gasoline,U2,8MBXB05.5U2A,large car,7.0,14.0,20.0,16.0,4.0
620,MERCEDES-BENZ S600,5.5,12,Auto-L5,2WD,Gasoline,L2,8MBXV06.0L2A,large car,6.0,11.0,17.0,13.0,1.0
621,MERCEDES-BENZ S63 AMG,6.2,8,Auto-S7,2WD,Gasoline,L2,8MBXB06.3L2A,large car,6.0,11.0,17.0,13.0,1.0
622,MERCEDES-BENZ S65 AMG,6.0,12,Auto-S5,2WD,Gasoline,L2,8MBXV06.0L2A,large car,6.0,11.0,17.0,13.0,1.0
623,MERCEDES-BENZ SL55 AMG,5.4,8,Auto-S5,2WD,Gasoline,L2,8MBXV05.5L2A,small car,6.0,12.0,17.0,14.0,2.0
624,MERCEDES-BENZ SL550,5.5,8,Auto-L7,2WD,Gasoline,U2,8MBXB05.5U2A,small car,7.0,14.0,21.0,16.0,4.0
625,MERCEDES-BENZ SL600,5.5,12,Auto-L5,2WD,Gasoline,L2,8MBXV06.0L2A,small car,6.0,11.0,18.0,14.0,2.0
626,MERCEDES-BENZ SL65 AMG,6.0,12,Auto-S5,2WD,Gasoline,L2,8MBXV06.0L2A,small car,6.0,11.0,18.0,14.0,2.0
627,MERCEDES-BENZ SLK55 AMG,5.4,8,Auto-S7,2WD,Gasoline,L2,8MBXV05.5L2A,small car,6.0,14.0,20.0,16.0,4.0
628,MERCEDES-BENZ SLR,5.4,8,Auto-S5,2WD,Gasoline,L2,8MBXV05.5L2A,small car,6.0,12.0,16.0,13.0,1.0
629,MERCURY Mariner,2.3,4,Auto-L4,2WD,Gasoline,L2,8FMXT02.31EA,SUV,6.0,20.0,26.0,22.0,6.0
630,MERCURY Mariner,2.3,4,Auto-L4,4WD,Gasoline,L2,8FMXT02.31EA,SUV,6.0,19.0,24.0,21.0,6.0
631,MERCURY Mariner,3.0,6,Auto-L4,2WD,Gasoline,L2,8FMXT03.01EB,SUV,6.0,18.0,24.0,20.0,6.0
632,MERCURY Mariner,3.0,6,Auto-L4,4WD,Gasoline,L2,8FMXT03.02EC,SUV,6.0,17.0,22.0,19.0,5.0
633,MERCURY Mariner Hybrid,2.3,4,Auto-AV,2WD,Gasoline,S2,8FMXT02.32ZE,SUV,9.5,34.0,30.0,32.0,9.0
634,MERCURY Mariner Hybrid,2.3,4,Auto-AV,4WD,Gasoline,S2,8FMXT02.32ZE,SUV,9.5,29.0,27.0,28.0,8.0
635,MERCURY Milan,2.3,4,Auto-L5,2WD,Gasoline,S2,8FMXV02.3VZT,midsize car,9.5,20.0,28.0,23.0,7.0
636,MERCURY Milan,3.0,6,Auto-L6,4WD,Gasoline,U2,8FMXV03.0VEK,midsize car,7.0,17.0,25.0,20.0,6.0
637,MERCURY Milan,3.0,6,Auto-L6,2WD,Gasoline,U2,8FMXV03.0VEK,midsize car,7.0,18.0,26.0,21.0,6.0
638,MERCURY Mountaineer,4.0,6,Auto-L5,2WD,Gasoline,B4,8FMXT04.03DB,SUV,7.0,14.0,20.0,16.0,4.0
639,MERCURY Mountaineer,4.0,6,Auto-L5,4WD,Gasoline,B4,8FMXT04.03DB,SUV,7.0,13.0,19.0,15.0,3.0
640,MERCURY Mountaineer,4.6,8,Auto-L6,2WD,Gasoline,U2,8FMXT04.63BX,SUV,7.0,13.0,20.0,16.0,4.0
641,MERCURY Mountaineer,4.6,8,Auto-L6,2WD,Gasoline,U2,8FMXT04.63EZ,SUV,7.0,13.0,20.0,16.0,4.0
642,MERCURY Mountaineer,4.6,8,Auto-L6,4WD,Gasoline,U2,8FMXT04.63BX,SUV,7.0,13.0,19.0,15.0,3.0
643,MERCURY Mountaineer,4.6,8,Auto-L6,4WD,Gasoline,U2,8FMXT04.63EZ,SUV,7.0,13.0,19.0,15.0,3.0
644,MERCURY Sable,3.5,6,Auto-L6,4WD,Gasoline,S2,8FMXV03.51ZL,large car,9.5,17.0,24.0,19.0,5.0
645,MERCURY Sable,3.5,6,Auto-L6,2WD,Gasoline,S2,8FMXV03.51ZL,large car,9.5,18.0,28.0,22.0,6.0
646,MINI Mini Cooper Convertible,1.6,4,Auto-AV,2WD,Gasoline,L2,8BMXV01.6R52,small car,6.0,25.0,33.0,28.0,8.0
647,MINI Mini Cooper Convertible,1.6,4,Man-5,2WD,Gasoline,L2,8BMXV01.6R52,small car,6.0,26.0,35.0,29.0,8.0
648,MINI Mini Cooper S Convertible,1.6,4,Auto-S6,2WD,Gasoline,L2,8BMXV01.6R52,small car,6.0,22.0,31.0,26.0,8.0
649,MINI Mini Cooper S Convertible,1.6,4,Man-6,2WD,Gasoline,L2,8BMXV01.6R52,small car,6.0,24.0,31.0,27.0,8.0
650,MITSUBISHI Eclipse,2.4,4,Auto-S4,2WD,Gasoline,U2,8DSXV02.4G4H,small car,7.0,20.0,26.0,22.0,6.0
651,MITSUBISHI Eclipse,2.4,4,Man-5,2WD,Gasoline,U2,8DSXV02.4G4H,small car,7.0,20.0,28.0,23.0,7.0
652,MITSUBISHI Eclipse,3.8,6,Man-6,2WD,Gasoline,L2,8DSXV03.8GRB,small car,6.0,16.0,25.0,19.0,5.0
653,MITSUBISHI Eclipse,3.8,6,Man-6,2WD,Gasoline,L2,8DSXV03.8GRC,small car,6.0,16.0,25.0,19.0,5.0
654,MITSUBISHI Eclipse,3.8,6,Auto-S5,2WD,Gasoline,L2,8DSXV03.8GRB,small car,6.0,17.0,25.0,20.0,6.0
655,MITSUBISHI Eclipse,3.8,6,Auto-S5,2WD,Gasoline,L2,8DSXV03.8GRC,small car,6.0,17.0,25.0,20.0,6.0
656,MITSUBISHI Eclipse Spyder,2.4,4,Auto-S4,2WD,Gasoline,U2,8DSXV02.4G4H,small car,7.0,19.0,26.0,22.0,6.0
657,MITSUBISHI Eclipse Spyder,2.4,4,Man-5,2WD,Gasoline,U2,8DSXV02.4G4H,small car,7.0,19.0,26.0,22.0,6.0
658,MITSUBISHI Eclipse Spyder,3.8,6,Auto-S5,2WD,Gasoline,L2,8DSXV03.8GRB,small car,6.0,16.0,24.0,19.0,5.0
659,MITSUBISHI Eclipse Spyder,3.8,6,Auto-S5,2WD,Gasoline,L2,8DSXV03.8GRC,small car,6.0,16.0,24.0,19.0,5.0
660,MITSUBISHI Eclipse Spyder,3.8,6,Man-6,2WD,Gasoline,L2,8DSXV03.8GRB,small car,6.0,16.0,25.0,19.0,5.0
661,MITSUBISHI Eclipse Spyder,3.8,6,Man-6,2WD,Gasoline,L2,8DSXV03.8GRC,small car,6.0,16.0,25.0,19.0,5.0
662,MITSUBISHI Endeavor,3.8,6,Auto-S4,2WD,Gasoline,L2,8DSXT03.8GRB,SUV,6.0,15.0,22.0,18.0,5.0
663,MITSUBISHI Endeavor,3.8,6,Auto-S4,4WD,Gasoline,L2,8DSXT03.8GRB,SUV,6.0,15.0,19.0,17.0,4.0
664,MITSUBISHI Galant,2.4,4,Auto-S4,2WD,Gasoline,S2,8DSXV02.4G6G,midsize car,9.5,20.0,27.0,23.0,7.0
665,MITSUBISHI Galant,3.8,6,Auto-S5,2WD,Gasoline,L2,8DSXV03.8GRB,midsize car,6.0,17.0,25.0,20.0,6.0
666,MITSUBISHI Galant,3.8,6,Auto-S5,2WD,Gasoline,L2,8DSXV03.8GRC,midsize car,6.0,17.0,25.0,20.0,6.0
667,MITSUBISHI Lancer,2.0,4,Man-5,2WD,Gasoline,S2,8MTXV02.0G6G,small car,9.5,21.0,29.0,24.0,7.0
668,MITSUBISHI Lancer,2.0,4,Auto-AV,2WD,Gasoline,S2,8MTXV02.0G6G,small car,9.5,22.0,29.0,24.0,7.0
669,MITSUBISHI Outlander,3.0,6,Auto-S6,2WD,Gasoline,S2,8MTXT03.0G6G,SUV,9.5,17.0,25.0,20.0,6.0
670,MITSUBISHI Outlander,3.0,6,Auto-S6,4WD,Gasoline,S2,8MTXT03.0G6G,SUV,9.5,17.0,24.0,20.0,6.0
671,MITSUBISHI Outlander,2.4,4,Auto-AV,2WD,Gasoline,L2,8MTXT02.4GRB,SUV,6.0,20.0,25.0,22.0,6.0
672,MITSUBISHI Outlander,2.4,4,Auto-AV,4WD,Gasoline,L2,8MTXT02.4GRB,SUV,6.0,20.0,25.0,22.0,6.0
673,MITSUBISHI Raider,3.7,6,Auto-L4,2WD,Gasoline,U2,8CRXT0226P80,pickup,7.0,15.0,20.0,17.0,4.0
674,MITSUBISHI Raider,3.7,6,Auto-L4,4WD,Gasoline,U2,8CRXT0226P80,pickup,7.0,14.0,18.0,15.0,3.0
